Year,Month,Date,Hospital,KPI,Attendances,is_synthetic
2023,12,01/12/2023,Cork University Maternity Hospital,return_ed_attendances,585,TRUE
2024,1,01/01/2024,Cork University Maternity Hospital,return_ed_attendances,645,TRUE
2024,2,01/02/2024,Cork University Maternity Hospital,return_ed_attendances,646,TRUE
2024,3,01/03/2024,Cork University Maternity Hospital,return_ed_attendances,578,TRUE
2024,4,01/04/2024,Cork University Maternity Hospital,return_ed_attendances,547,TRUE
2024,5,01/05/2024,Cork University Maternity Hospital,return_ed_attendances,512,TRUE
2024,6,01/06/2024,Cork University Maternity Hospital,return_ed_attendances,518,FALSE
2024,7,01/07/2024,Cork University Maternity Hospital,return_ed_attendances,560,FALSE
2024,8,01/08/2024,Cork University Maternity Hospital,return_ed_attendances,545,FALSE
2024,9,01/09/2024,Cork University Maternity Hospital,return_ed_attendances,559,FALSE
2022,1,01/01/2022,Croom Orthopaedic Hospital,new_ed_attendances,164,TRUE
2022,2,01/02/2022,Croom Orthopaedic Hospital,new_ed_attendances,150,TRUE
2022,3,01/03/2022,Croom Orthopaedic Hospital,new_ed_attendances,137,TRUE
2022,4,01/04/2022,Croom Orthopaedic Hospital,new_ed_attendances,126,TRUE
2022,5,01/05/2022,Croom Orthopaedic Hospital,new_ed_attendances,124,TRUE
2022,6,01/06/2022,Croom Orthopaedic Hospital,new_ed_attendances,119,TRUE
2022,7,01/07/2022,Croom Orthopaedic Hospital,new_ed_attendances,125,TRUE
2022,8,01/08/2022,Croom Orthopaedic Hospital,new_ed_attendances,128,TRUE
2022,9,01/09/2022,Croom Orthopaedic Hospital,new_ed_attendances,127,TRUE
2022,10,01/10/2022,Croom Orthopaedic Hospital,new_ed_attendances,128,TRUE
2022,11,01/11/2022,Croom Orthopaedic Hospital,new_ed_attendances,133,TRUE
2022,12,01/12/2022,Croom Orthopaedic Hospital,new_ed_attendances,148,TRUE
2023,1,01/01/2023,Croom Orthopaedic Hospital,new_ed_attendances,207,TRUE
2023,2,01/02/2023,Croom Orthopaedic Hospital,new_ed_attendances,194,TRUE
2023,3,01/03/2023,Croom Orthopaedic Hospital,new_ed_attendances,193,TRUE
2023,4,01/04/2023,Croom Orthopaedic Hospital,new_ed_attendances,192,TRUE
2023,5,01/05/2023,Croom Orthopaedic Hospital,new_ed_attendances,173,TRUE
2023,6,01/06/2023,Croom Orthopaedic Hospital,new_ed_attendances,171,TRUE
2023,7,01/07/2023,Croom Orthopaedic Hospital,new_ed_attendances,171,TRUE
2023,8,01/08/2023,Croom Orthopaedic Hospital,new_ed_attendances,174,TRUE
2023,9,01/09/2023,Croom Orthopaedic Hospital,new_ed_attendances,187,TRUE
2023,10,01/10/2023,Croom Orthopaedic Hospital,new_ed_attendances,186,TRUE
2023,11,01/11/2023,Croom Orthopaedic Hospital,new_ed_attendances,198,TRUE
2023,12,01/12/2023,Croom Orthopaedic Hospital,new_ed_attendances,206,TRUE
2024,1,01/01/2024,Croom Orthopaedic Hospital,new_ed_attendances,837,TRUE
2024,2,01/02/2024,Croom Orthopaedic Hospital,new_ed_attendances,850,TRUE
2024,3,01/03/2024,Croom Orthopaedic Hospital,new_ed_attendances,756,TRUE
2024,4,01/04/2024,Croom Orthopaedic Hospital,new_ed_attendances,694,TRUE
2024,5,01/05/2024,Croom Orthopaedic Hospital,new_ed_attendances,699,TRUE
2024,6,01/06/2024,Croom Orthopaedic Hospital,new_ed_attendances,4788,FALSE
2024,7,01/07/2024,Croom Orthopaedic Hospital,new_ed_attendances,17,FALSE
2024,8,01/08/2024,Croom Orthopaedic Hospital,new_ed_attendances,11,FALSE
2024,9,01/09/2024,Croom Orthopaedic Hospital,new_ed_attendances,1385,FALSE
2022,1,01/01/2022,Croom Orthopaedic Hospital,return_ed_attendances,1431,TRUE
2022,2,01/02/2022,Croom Orthopaedic Hospital,return_ed_attendances,1399,TRUE
2022,3,01/03/2022,Croom Orthopaedic Hospital,return_ed_attendances,1393,TRUE
2022,4,01/04/2022,Croom Orthopaedic Hospital,return_ed_attendances,1234,TRUE
2022,5,01/05/2022,Croom Orthopaedic Hospital,return_ed_attendances,1261,TRUE
2022,6,01/06/2022,Croom Orthopaedic Hospital,return_ed_attendances,1168,TRUE
2022,7,01/07/2022,Croom Orthopaedic Hospital,return_ed_attendances,1130,TRUE
2022,8,01/08/2022,Croom Orthopaedic Hospital,return_ed_attendances,1254,TRUE
2022,9,01/09/2022,Croom Orthopaedic Hospital,return_ed_attendances,1250,TRUE
2022,10,01/10/2022,Croom Orthopaedic Hospital,return_ed_attendances,1338,TRUE
2022,11,01/11/2022,Croom Orthopaedic Hospital,return_ed_attendances,1375,TRUE
2022,12,01/12/2022,Croom Orthopaedic Hospital,return_ed_attendances,1359,TRUE
2023,1,01/01/2023,Croom Orthopaedic Hospital,return_ed_attendances,1056,TRUE
2023,2,01/02/2023,Croom Orthopaedic Hospital,return_ed_attendances,1082,TRUE
2023,3,01/03/2023,Croom Orthopaedic Hospital,return_ed_attendances,949,TRUE
2023,4,01/04/2023,Croom Orthopaedic Hospital,return_ed_attendances,871,TRUE
2023,5,01/05/2023,Croom Orthopaedic Hospital,return_ed_attendances,873,TRUE
2023,6,01/06/2023,Croom Orthopaedic Hospital,return_ed_attendances,824,TRUE
2023,7,01/07/2023,Croom Orthopaedic Hospital,return_ed_attendances,842,TRUE
2023,8,01/08/2023,Croom Orthopaedic Hospital,return_ed_attendances,827,TRUE
2023,9,01/09/2023,Croom Orthopaedic Hospital,return_ed_attendances,897,TRUE
2023,10,01/10/2023,Croom Orthopaedic Hospital,return_ed_attendances,946,TRUE
2023,11,01/11/2023,Croom Orthopaedic Hospital,return_ed_attendances,938,TRUE
2023,12,01/12/2023,Croom Orthopaedic Hospital,return_ed_attendances,1040,TRUE
2024,1,01/01/2024,Croom Orthopaedic Hospital,return_ed_attendances,0,TRUE
2024,2,01/02/2024,Croom Orthopaedic Hospital,return_ed_attendances,0,TRUE
2024,3,01/03/2024,Croom Orthopaedic Hospital,return_ed_attendances,0,TRUE
2024,4,01/04/2024,Croom Orthopaedic Hospital,return_ed_attendances,0,TRUE
2024,5,01/05/2024,Croom Orthopaedic Hospital,return_ed_attendances,0,TRUE
2024,6,01/06/2024,Croom Orthopaedic Hospital,return_ed_attendances,5,FALSE
2024,8,01/08/2024,Croom Orthopaedic Hospital,return_ed_attendances,146,FALSE
2024,9,01/09/2024,Croom Orthopaedic Hospital,return_ed_attendances,7931,FALSE
2022,1,01/01/2022,Dublin Midlands Hospital Group,all_emergency_presentations,19743,TRUE
2022,2,01/02/2022,Dublin Midlands Hospital Group,all_emergency_presentations,18703,TRUE
2022,3,01/03/2022,Dublin Midlands Hospital Group,all_emergency_presentations,16315,TRUE
2022,4,01/04/2022,Dublin Midlands Hospital Group,all_emergency_presentations,16649,TRUE
2022,5,01/05/2022,Dublin Midlands Hospital Group,all_emergency_presentations,17011,TRUE
2022,6,01/06/2022,Dublin Midlands Hospital Group,all_emergency_presentations,16422,TRUE
2022,7,01/07/2022,Dublin Midlands Hospital Group,all_emergency_presentations,15763,TRUE
2022,8,01/08/2022,Dublin Midlands Hospital Group,all_emergency_presentations,16028,TRUE
2022,9,01/09/2022,Dublin Midlands Hospital Group,all_emergency_presentations,17242,TRUE
2022,10,01/10/2022,Dublin Midlands Hospital Group,all_emergency_presentations,16988,TRUE
2022,11,01/11/2022,Dublin Midlands Hospital Group,all_emergency_presentations,18529,TRUE
2022,12,01/12/2022,Dublin Midlands Hospital Group,all_emergency_presentations,19481,TRUE
2023,1,01/01/2023,Dublin Midlands Hospital Group,all_emergency_presentations,23348,TRUE
2023,2,01/02/2023,Dublin Midlands Hospital Group,all_emergency_presentations,21690,TRUE
2023,3,01/03/2023,Dublin Midlands Hospital Group,all_emergency_presentations,19916,TRUE
2023,4,01/04/2023,Dublin Midlands Hospital Group,all_emergency_presentations,18210,TRUE
2023,5,01/05/2023,Dublin Midlands Hospital Group,all_emergency_presentations,17680,TRUE
2023,6,01/06/2023,Dublin Midlands Hospital Group,all_emergency_presentations,17438,TRUE
2023,7,01/07/2023,Dublin Midlands Hospital Group,all_emergency_presentations,18137,TRUE
2023,8,01/08/2023,Dublin Midlands Hospital Group,all_emergency_presentations,18823,TRUE
2023,9,01/09/2023,Dublin Midlands Hospital Group,all_emergency_presentations,18624,TRUE
2023,10,01/10/2023,Dublin Midlands Hospital Group,all_emergency_presentations,20537,TRUE
2023,11,01/11/2023,Dublin Midlands Hospital Group,all_emergency_presentations,20443,TRUE
2023,12,01/12/2023,Dublin Midlands Hospital Group,all_emergency_presentations,21360,TRUE
2024,1,01/01/2024,Dublin Midlands Hospital Group,all_emergency_presentations,24709,TRUE
2024,2,01/02/2024,Dublin Midlands Hospital Group,all_emergency_presentations,22643,TRUE
2024,3,01/03/2024,Dublin Midlands Hospital Group,all_emergency_presentations,23087,TRUE
2024,4,01/04/2024,Dublin Midlands Hospital Group,all_emergency_presentations,21455,TRUE
2024,5,01/05/2024,Dublin Midlands Hospital Group,all_emergency_presentations,20177,TRUE
2024,6,01/06/2024,Dublin Midlands Hospital Group,all_emergency_presentations,20760,FALSE
2024,7,01/07/2024,Dublin Midlands Hospital Group,all_emergency_presentations,22010,FALSE
2024,8,01/08/2024,Dublin Midlands Hospital Group,all_emergency_presentations,21173,FALSE
2024,9,01/09/2024,Dublin Midlands Hospital Group,all_emergency_presentations,21738,FALSE
2022,1,01/01/2022,Dublin Midlands Hospital Group,new_ed_attendances,6828,TRUE
2022,2,01/02/2022,Dublin Midlands Hospital Group,new_ed_attendances,6535,TRUE
2022,3,01/03/2022,Dublin Midlands Hospital Group,new_ed_attendances,6470,TRUE
2022,4,01/04/2022,Dublin Midlands Hospital Group,new_ed_attendances,5719,TRUE
2022,5,01/05/2022,Dublin Midlands Hospital Group,new_ed_attendances,5370,TRUE
2022,6,01/06/2022,Dublin Midlands Hospital Group,new_ed_attendances,5503,TRUE
2022,7,01/07/2022,Dublin Midlands Hospital Group,new_ed_attendances,5286,TRUE
2022,8,01/08/2022,Dublin Midlands Hospital Group,new_ed_attendances,5639,TRUE
2022,9,01/09/2022,Dublin Midlands Hospital Group,new_ed_attendances,5495,TRUE
2022,10,01/10/2022,Dublin Midlands Hospital Group,new_ed_attendances,5773,TRUE
2022,11,01/11/2022,Dublin Midlands Hospital Group,new_ed_attendances,6342,TRUE
2022,12,01/12/2022,Dublin Midlands Hospital Group,new_ed_attendances,6683,TRUE
2023,1,01/01/2023,Dublin Midlands Hospital Group,new_ed_attendances,9694,TRUE
2023,2,01/02/2023,Dublin Midlands Hospital Group,new_ed_attendances,9285,TRUE
2023,3,01/03/2023,Dublin Midlands Hospital Group,new_ed_attendances,8504,TRUE
2023,4,01/04/2023,Dublin Midlands Hospital Group,new_ed_attendances,7654,TRUE
2023,5,01/05/2023,Dublin Midlands Hospital Group,new_ed_attendances,7597,TRUE
2023,6,01/06/2023,Dublin Midlands Hospital Group,new_ed_attendances,7415,TRUE
2023,7,01/07/2023,Dublin Midlands Hospital Group,new_ed_attendances,7926,TRUE
2023,8,01/08/2023,Dublin Midlands Hospital Group,new_ed_attendances,7927,TRUE
2023,9,01/09/2023,Dublin Midlands Hospital Group,new_ed_attendances,7741,TRUE
2023,10,01/10/2023,Dublin Midlands Hospital Group,new_ed_attendances,8500,TRUE
2023,11,01/11/2023,Dublin Midlands Hospital Group,new_ed_attendances,8725,TRUE
2023,12,01/12/2023,Dublin Midlands Hospital Group,new_ed_attendances,8968,TRUE
2024,1,01/01/2024,Dublin Midlands Hospital Group,new_ed_attendances,32183,TRUE
2024,2,01/02/2024,Dublin Midlands Hospital Group,new_ed_attendances,31476,TRUE
2024,3,01/03/2024,Dublin Midlands Hospital Group,new_ed_attendances,28907,TRUE
2024,4,01/04/2024,Dublin Midlands Hospital Group,new_ed_attendances,25586,TRUE
2024,5,01/05/2024,Dublin Midlands Hospital Group,new_ed_attendances,25207,TRUE
2024,6,01/06/2024,Dublin Midlands Hospital Group,new_ed_attendances,166769,FALSE
2024,7,01/07/2024,Dublin Midlands Hospital Group,new_ed_attendances,6,FALSE
2024,8,01/08/2024,Dublin Midlands Hospital Group,new_ed_attendances,3,FALSE
2024,9,01/09/2024,Dublin Midlands Hospital Group,new_ed_attendances,65260,FALSE
2022,1,01/01/2022,Dublin Midlands Hospital Group,return_ed_attendances,1434,TRUE
2022,2,01/02/2022,Dublin Midlands Hospital Group,return_ed_attendances,1412,TRUE
2022,3,01/03/2022,Dublin Midlands Hospital Group,return_ed_attendances,1264,TRUE
2022,4,01/04/2022,Dublin Midlands Hospital Group,return_ed_attendances,1166,TRUE
2022,5,01/05/2022,Dublin Midlands Hospital Group,return_ed_attendances,1192,TRUE
2022,6,01/06/2022,Dublin Midlands Hospital Group,return_ed_attendances,1155,TRUE
2022,7,01/07/2022,Dublin Midlands Hospital Group,return_ed_attendances,1130,TRUE
2022,8,01/08/2022,Dublin Midlands Hospital Group,return_ed_attendances,1214,TRUE
2022,9,01/09/2022,Dublin Midlands Hospital Group,return_ed_attendances,1208,TRUE
2022,10,01/10/2022,Dublin Midlands Hospital Group,return_ed_attendances,1278,TRUE
2022,11,01/11/2022,Dublin Midlands Hospital Group,return_ed_attendances,1363,TRUE
2022,12,01/12/2022,Dublin Midlands Hospital Group,return_ed_attendances,1378,TRUE
2023,1,01/01/2023,Dublin Midlands Hospital Group,return_ed_attendances,1729,TRUE
2023,2,01/02/2023,Dublin Midlands Hospital Group,return_ed_attendances,1622,TRUE
2023,3,01/03/2023,Dublin Midlands Hospital Group,return_ed_attendances,1508,TRUE
2023,4,01/04/2023,Dublin Midlands Hospital Group,return_ed_attendances,1408,TRUE
2023,5,01/05/2023,Dublin Midlands Hospital Group,return_ed_attendances,1342,TRUE
2023,6,01/06/2023,Dublin Midlands Hospital Group,return_ed_attendances,1323,TRUE
2023,7,01/07/2023,Dublin Midlands Hospital Group,return_ed_attendances,1295,TRUE
2023,8,01/08/2023,Dublin Midlands Hospital Group,return_ed_attendances,1367,TRUE
2023,9,01/09/2023,Dublin Midlands Hospital Group,return_ed_attendances,1433,TRUE
2023,10,01/10/2023,Dublin Midlands Hospital Group,return_ed_attendances,1477,TRUE
2023,11,01/11/2023,Dublin Midlands Hospital Group,return_ed_attendances,1549,TRUE
2023,12,01/12/2023,Dublin Midlands Hospital Group,return_ed_attendances,1616,TRUE
2024,1,01/01/2024,Dublin Midlands Hospital Group,return_ed_attendances,2030,TRUE
2024,2,01/02/2024,Dublin Midlands Hospital Group,return_ed_attendances,1984,TRUE
2024,3,01/03/2024,Dublin Midlands Hospital Group,return_ed_attendances,1746,TRUE
2024,4,01/04/2024,Dublin Midlands Hospital Group,return_ed_attendances,1602,TRUE
2024,5,01/05/2024,Dublin Midlands Hospital Group,return_ed_attendances,1560,TRUE
2024,6,01/06/2024,Dublin Midlands Hospital Group,return_ed_attendances,1638,FALSE
2024,7,01/07/2024,Dublin Midlands Hospital Group,return_ed_attendances,1798,FALSE
2024,8,01/08/2024,Dublin Midlands Hospital Group,return_ed_attendances,1622,FALSE
2024,9,01/09/2024,Dublin Midlands Hospital Group,return_ed_attendances,1731,FALSE
2022,1,01/01/2022,Ennis Hospital,all_emergency_presentations,1307,TRUE
2022,2,01/02/2022,Ennis Hospital,all_emergency_presentations,1197,TRUE
2022,3,01/03/2022,Ennis Hospital,all_emergency_presentations,1134,TRUE
2022,4,01/04/2022,Ennis Hospital,all_emergency_presentations,1065,TRUE
2022,5,01/05/2022,Ennis Hospital,all_emergency_presentations,1051,TRUE
2022,6,01/06/2022,Ennis Hospital,all_emergency_presentations,1020,TRUE
2022,7,01/07/2022,Ennis Hospital,all_emergency_presentations,999,TRUE
2022,8,01/08/2022,Ennis Hospital,all_emergency_presentations,1046,TRUE
2022,9,01/09/2022,Ennis Hospital,all_emergency_presentations,1102,TRUE
2022,10,01/10/2022,Ennis Hospital,all_emergency_presentations,1168,TRUE
2022,11,01/11/2022,Ennis Hospital,all_emergency_presentations,1198,TRUE
2022,12,01/12/2022,Ennis Hospital,all_emergency_presentations,1246,TRUE
2023,1,01/01/2023,Ennis Hospital,all_emergency_presentations,1501,TRUE
2023,2,01/02/2023,Ennis Hospital,all_emergency_presentations,1508,TRUE
2023,3,01/03/2023,Ennis Hospital,all_emergency_presentations,1349,TRUE
2023,4,01/04/2023,Ennis Hospital,all_emergency_presentations,1212,TRUE
2023,5,01/05/2023,Ennis Hospital,all_emergency_presentations,1256,TRUE
2023,6,01/06/2023,Ennis Hospital,all_emergency_presentations,1192,TRUE
2023,7,01/07/2023,Ennis Hospital,all_emergency_presentations,1177,TRUE
2023,8,01/08/2023,Ennis Hospital,all_emergency_presentations,1201,TRUE
2023,9,01/09/2023,Ennis Hospital,all_emergency_presentations,1280,TRUE
2023,10,01/10/2023,Ennis Hospital,all_emergency_presentations,1325,TRUE
2023,11,01/11/2023,Ennis Hospital,all_emergency_presentations,1379,TRUE
2023,12,01/12/2023,Ennis Hospital,all_emergency_presentations,1435,TRUE
2024,1,01/01/2024,Ennis Hospital,all_emergency_presentations,1838,TRUE
2024,2,01/02/2024,Ennis Hospital,all_emergency_presentations,1744,TRUE
2024,3,01/03/2024,Ennis Hospital,all_emergency_presentations,1565,TRUE
2024,4,01/04/2024,Ennis Hospital,all_emergency_presentations,1494,TRUE
2024,5,01/05/2024,Ennis Hospital,all_emergency_presentations,1364,TRUE
2024,6,01/06/2024,Ennis Hospital,all_emergency_presentations,1516,FALSE
2024,7,01/07/2024,Ennis Hospital,all_emergency_presentations,1534,FALSE
2024,8,01/08/2024,Ennis Hospital,all_emergency_presentations,1559,FALSE
2024,9,01/09/2024,Ennis Hospital,all_emergency_presentations,1684,FALSE
2022,1,01/01/2022,Ennis Hospital,new_ed_attendances,933,TRUE
2022,2,01/02/2022,Ennis Hospital,new_ed_attendances,928,TRUE
2022,3,01/03/2022,Ennis Hospital,new_ed_attendances,853,TRUE
2022,4,01/04/2022,Ennis Hospital,new_ed_attendances,823,TRUE
2022,5,01/05/2022,Ennis Hospital,new_ed_attendances,783,TRUE
2022,6,01/06/2022,Ennis Hospital,new_ed_attendances,747,TRUE
2022,7,01/07/2022,Ennis Hospital,new_ed_attendances,783,TRUE
2022,8,01/08/2022,Ennis Hospital,new_ed_attendances,813,TRUE
2022,9,01/09/2022,Ennis Hospital,new_ed_attendances,827,TRUE
2022,10,01/10/2022,Ennis Hospital,new_ed_attendances,838,TRUE
2022,11,01/11/2022,Ennis Hospital,new_ed_attendances,843,TRUE
2022,12,01/12/2022,Ennis Hospital,new_ed_attendances,881,TRUE
2023,1,01/01/2023,Ennis Hospital,new_ed_attendances,817,TRUE
2023,2,01/02/2023,Ennis Hospital,new_ed_attendances,782,TRUE
2023,3,01/03/2023,Ennis Hospital,new_ed_attendances,730,TRUE
2023,4,01/04/2023,Ennis Hospital,new_ed_attendances,686,TRUE
2023,5,01/05/2023,Ennis Hospital,new_ed_attendances,675,TRUE
2023,6,01/06/2023,Ennis Hospital,new_ed_attendances,642,TRUE
2023,7,01/07/2023,Ennis Hospital,new_ed_attendances,667,TRUE
2023,8,01/08/2023,Ennis Hospital,new_ed_attendances,672,TRUE
2023,9,01/09/2023,Ennis Hospital,new_ed_attendances,657,TRUE
2023,10,01/10/2023,Ennis Hospital,new_ed_attendances,700,TRUE
2023,11,01/11/2023,Ennis Hospital,new_ed_attendances,752,TRUE
2023,12,01/12/2023,Ennis Hospital,new_ed_attendances,754,TRUE
2024,1,01/01/2024,Ennis Hospital,new_ed_attendances,722,TRUE
2024,2,01/02/2024,Ennis Hospital,new_ed_attendances,716,TRUE
2024,3,01/03/2024,Ennis Hospital,new_ed_attendances,654,TRUE
2024,4,01/04/2024,Ennis Hospital,new_ed_attendances,585,TRUE
2024,5,01/05/2024,Ennis Hospital,new_ed_attendances,596,TRUE
2024,6,01/06/2024,Ennis Hospital,new_ed_attendances,3585,FALSE
2024,9,01/09/2024,Ennis Hospital,new_ed_attendances,5814,FALSE
2022,1,01/01/2022,Ennis Hospital,return_ed_attendances,1305,TRUE
2022,2,01/02/2022,Ennis Hospital,return_ed_attendances,1212,TRUE
2022,3,01/03/2022,Ennis Hospital,return_ed_attendances,1134,TRUE
2022,4,01/04/2022,Ennis Hospital,return_ed_attendances,1051,TRUE
2022,5,01/05/2022,Ennis Hospital,return_ed_attendances,1008,TRUE
2022,6,01/06/2022,Ennis Hospital,return_ed_attendances,1000,TRUE
2022,7,01/07/2022,Ennis Hospital,return_ed_attendances,1015,TRUE
2022,8,01/08/2022,Ennis Hospital,return_ed_attendances,1032,TRUE
2022,9,01/09/2022,Ennis Hospital,return_ed_attendances,1063,TRUE
2022,10,01/10/2022,Ennis Hospital,return_ed_attendances,1130,TRUE
2022,11,01/11/2022,Ennis Hospital,return_ed_attendances,1232,TRUE
2022,12,01/12/2022,Ennis Hospital,return_ed_attendances,1222,TRUE
2023,1,01/01/2023,Ennis Hospital,return_ed_attendances,1542,TRUE
2023,2,01/02/2023,Ennis Hospital,return_ed_attendances,1387,TRUE
2023,3,01/03/2023,Ennis Hospital,return_ed_attendances,1339,TRUE
2023,4,01/04/2023,Ennis Hospital,return_ed_attendances,1203,TRUE
2023,5,01/05/2023,Ennis Hospital,return_ed_attendances,1152,TRUE
2023,6,01/06/2023,Ennis Hospital,return_ed_attendances,1142,TRUE
2023,7,01/07/2023,Ennis Hospital,return_ed_attendances,1236,TRUE
2023,8,01/08/2023,Ennis Hospital,return_ed_attendances,1253,TRUE
2023,9,01/09/2023,Ennis Hospital,return_ed_attendances,1278,TRUE
2023,10,01/10/2023,Ennis Hospital,return_ed_attendances,1247,TRUE
2023,11,01/11/2023,Ennis Hospital,return_ed_attendances,1363,TRUE
2023,12,01/12/2023,Ennis Hospital,return_ed_attendances,1434,TRUE
2024,1,01/01/2024,Ennis Hospital,return_ed_attendances,1758,TRUE
2024,2,01/02/2024,Ennis Hospital,return_ed_attendances,1596,TRUE
2024,3,01/03/2024,Ennis Hospital,return_ed_attendances,1515,TRUE
2024,4,01/04/2024,Ennis Hospital,return_ed_attendances,1450,TRUE
2024,5,01/05/2024,Ennis Hospital,return_ed_attendances,1431,TRUE
2024,6,01/06/2024,Ennis Hospital,return_ed_attendances,1516,FALSE
2024,7,01/07/2024,Ennis Hospital,return_ed_attendances,1534,FALSE
2024,8,01/08/2024,Ennis Hospital,return_ed_attendances,1559,FALSE
2024,9,01/09/2024,Ennis Hospital,return_ed_attendances,1684,FALSE
2022,1,01/01/2022,Galway University Hospitals,all_emergency_presentations,7432,TRUE
2022,2,01/02/2022,Galway University Hospitals,all_emergency_presentations,6430,TRUE
2022,3,01/03/2022,Galway University Hospitals,all_emergency_presentations,6257,TRUE
2022,4,01/04/2022,Galway University Hospitals,all_emergency_presentations,6160,TRUE
2022,5,01/05/2022,Galway University Hospitals,all_emergency_presentations,5631,TRUE
2022,6,01/06/2022,Galway University Hospitals,all_emergency_presentations,5421,TRUE
2022,7,01/07/2022,Galway University Hospitals,all_emergency_presentations,5511,TRUE
2022,8,01/08/2022,Galway University Hospitals,all_emergency_presentations,5659,TRUE
2022,9,01/09/2022,Galway University Hospitals,all_emergency_presentations,6170,TRUE
2022,10,01/10/2022,Galway University Hospitals,all_emergency_presentations,5699,TRUE
2022,11,01/11/2022,Galway University Hospitals,all_emergency_presentations,6695,TRUE
2022,12,01/12/2022,Galway University Hospitals,all_emergency_presentations,6354,TRUE
2023,1,01/01/2023,Galway University Hospitals,all_emergency_presentations,7374,TRUE
2023,2,01/02/2023,Galway University Hospitals,all_emergency_presentations,7089,TRUE
2023,3,01/03/2023,Galway University Hospitals,all_emergency_presentations,6731,TRUE
2023,4,01/04/2023,Galway University Hospitals,all_emergency_presentations,5878,TRUE
2023,5,01/05/2023,Galway University Hospitals,all_emergency_presentations,6068,TRUE
2023,6,01/06/2023,Galway University Hospitals,all_emergency_presentations,6148,TRUE
2023,7,01/07/2023,Galway University Hospitals,all_emergency_presentations,5680,TRUE
2023,8,01/08/2023,Galway University Hospitals,all_emergency_presentations,6082,TRUE
2023,9,01/09/2023,Galway University Hospitals,all_emergency_presentations,6175,TRUE
2023,10,01/10/2023,Galway University Hospitals,all_emergency_presentations,6572,TRUE
2023,11,01/11/2023,Galway University Hospitals,all_emergency_presentations,6808,TRUE
2023,12,01/12/2023,Galway University Hospitals,all_emergency_presentations,6920,TRUE
2024,1,01/01/2024,Galway University Hospitals,all_emergency_presentations,8017,TRUE
2024,2,01/02/2024,Galway University Hospitals,all_emergency_presentations,8047,TRUE
2024,3,01/03/2024,Galway University Hospitals,all_emergency_presentations,6991,TRUE
2024,4,01/04/2024,Galway University Hospitals,all_emergency_presentations,6704,TRUE
2024,5,01/05/2024,Galway University Hospitals,all_emergency_presentations,6115,TRUE
2024,6,01/06/2024,Galway University Hospitals,all_emergency_presentations,6462,FALSE
2024,7,01/07/2024,Galway University Hospitals,all_emergency_presentations,6676,FALSE
2024,8,01/08/2024,Galway University Hospitals,all_emergency_presentations,6705,FALSE
2024,9,01/09/2024,Galway University Hospitals,all_emergency_presentations,6866,FALSE
2022,1,01/01/2022,Galway University Hospitals,new_ed_attendances,2623,TRUE
2022,2,01/02/2022,Galway University Hospitals,new_ed_attendances,2530,TRUE
2022,3,01/03/2022,Galway University Hospitals,new_ed_attendances,2366,TRUE
2022,4,01/04/2022,Galway University Hospitals,new_ed_attendances,2193,TRUE
2022,5,01/05/2022,Galway University Hospitals,new_ed_attendances,2102,TRUE
2022,6,01/06/2022,Galway University Hospitals,new_ed_attendances,2004,TRUE
2022,7,01/07/2022,Galway University Hospitals,new_ed_attendances,1949,TRUE
2022,8,01/08/2022,Galway University Hospitals,new_ed_attendances,2122,TRUE
2022,9,01/09/2022,Galway University Hospitals,new_ed_attendances,2196,TRUE
2022,10,01/10/2022,Galway University Hospitals,new_ed_attendances,2266,TRUE
2022,11,01/11/2022,Galway University Hospitals,new_ed_attendances,2267,TRUE
2022,12,01/12/2022,Galway University Hospitals,new_ed_attendances,2365,TRUE
2023,1,01/01/2023,Galway University Hospitals,new_ed_attendances,3720,TRUE
2023,2,01/02/2023,Galway University Hospitals,new_ed_attendances,3479,TRUE
2023,3,01/03/2023,Galway University Hospitals,new_ed_attendances,3274,TRUE
2023,4,01/04/2023,Galway University Hospitals,new_ed_attendances,2997,TRUE
2023,5,01/05/2023,Galway University Hospitals,new_ed_attendances,2906,TRUE
2023,6,01/06/2023,Galway University Hospitals,new_ed_attendances,2890,TRUE
2023,7,01/07/2023,Galway University Hospitals,new_ed_attendances,2828,TRUE
2023,8,01/08/2023,Galway University Hospitals,new_ed_attendances,2942,TRUE
2023,9,01/09/2023,Galway University Hospitals,new_ed_attendances,3013,TRUE
2023,10,01/10/2023,Galway University Hospitals,new_ed_attendances,3106,TRUE
2023,11,01/11/2023,Galway University Hospitals,new_ed_attendances,3270,TRUE
2023,12,01/12/2023,Galway University Hospitals,new_ed_attendances,3445,TRUE
2024,1,01/01/2024,Galway University Hospitals,new_ed_attendances,12462,TRUE
2024,2,01/02/2024,Galway University Hospitals,new_ed_attendances,12675,TRUE
2024,3,01/03/2024,Galway University Hospitals,new_ed_attendances,10949,TRUE
2024,4,01/04/2024,Galway University Hospitals,new_ed_attendances,10442,TRUE
2024,5,01/05/2024,Galway University Hospitals,new_ed_attendances,10045,TRUE
2024,6,01/06/2024,Galway University Hospitals,new_ed_attendances,66531,FALSE
2024,7,01/07/2024,Galway University Hospitals,new_ed_attendances,5,FALSE
2024,8,01/08/2024,Galway University Hospitals,new_ed_attendances,3,FALSE
2024,9,01/09/2024,Galway University Hospitals,new_ed_attendances,24355,FALSE
2022,1,01/01/2022,Galway University Hospitals,return_ed_attendances,622,TRUE
